,0,1,2,3,4,5,6,7,8,9,10,11
171,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586
172,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125
173,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204
174,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528
175,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113
176,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891
177,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267
178,0.3729636,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747
179,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016
180,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962
181,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722
182,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877
183,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965
184,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527
185,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084
186,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069
187,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681
